"","ID","fundBakers","fundUSDRate","fundUSDPledged","creator","city","state","isStaffpick","categoryParent","categoryChild","fundUSDGoal","fundLength","descriptionLength","hasVideo","amountFAQ","amountUpdates","amountComments","amountImages","amountGifs","amountVideos","amountRewards","lowestReward","url","name","blurb","fundState","fundGoal","fundPledged","country","fundCurrency","fundCurrencySymbol","fundEnd","fundStart"
"98",136752722,113,1,1665,"Liam Savage","Fort Lauderdale","FL",FALSE,"games","playing cards",10000,30,1258,TRUE,0,3,15,15,0,0,12,5,"https://www.kickstarter.com/projects/liamsavage/playing-cards-reimagined?ref=category","Playing Cards Reimagined","A new take on classic playing cards. New shape-based suits, beautiful minimal design and reimagined trinary pips for numeration.",FALSE,10000,1665,"US","USD","$",2015-11-14,2015-10-15
"99",136897459,451,1,19114,"Adam Farbiarz & Adam Thompson","Brooklyn","NY",TRUE,"games","playing cards",4200,30,977,TRUE,0,8,26,7,0,0,14,13,"https://www.kickstarter.com/projects/2057423380/fine-line-playing-cards-in-pictures-and-words?ref=category","FINE LINE: Playing Cards in Pictures & Words","Smart and playful, this hand-illustrated deck is a puzzle, an artwork and a conversation starter--and you can play cards with it, too!",TRUE,4200,19114,"US","USD","$",2014-11-04,2014-10-05
"101",137786343,86,1.22242963,4316.39902353,"formes essentielles","Italia","Piedmont",FALSE,"games","playing cards",1197.9810374,29,567,TRUE,0,6,19,20,0,0,13,1,"https://www.kickstarter.com/projects/696534574/linee-curve-playing-cards?ref=category","Linee Curve Playing Cards","Ce n'est pas un jeu de cartes..",TRUE,980,3531,"IT","EUR","€",2018-03-31,2018-03-02
"102",137854205,366,1,13823,"Albino Dragon","Austin","TX",TRUE,"games","playing cards",10000,23,373,FALSE,4,16,50,10,0,0,10,1,"https://www.kickstarter.com/projects/1460165270/wizard-of-oz-playing-cards-by-albino-dragon?ref=category","Wizard of Oz Playing Cards by Albino Dragon","Officially licensed custom playing cards are the perfect way to celebrate the Wizard of Oz's 75th Anniversary.",TRUE,10000,13823,"US","USD","$",2014-11-06,2014-10-14
"103",138127193,18,1,419,"Tim Olinger","Oklahoma City","OK",FALSE,"games","playing cards",600,17,19,FALSE,0,1,1,0,0,0,14,7,"https://www.kickstarter.com/projects/1835206317/kingdoms-of-erden-fantasy-comic-playing-cards?ref=category","Casino Quality Red backed Fantasy Comic Playing Cards.","Custom Fantasy Comic playing cards - Poker Size - Epic Fantasy - Casino Quality. 5 unique decks including the new Red backed deck.",FALSE,600,419,"US","USD","$",2015-11-16,2015-10-30
"105",140060741,91,1,2172,"Greg Wanko","St. Louis","MO",FALSE,"games","playing cards",6500,30,1320,FALSE,0,1,9,13,0,0,14,13,"https://www.kickstarter.com/projects/1714549855/royal-lines-playing-cards?ref=category","""ROYAL LINES"" Playing Cards","A fresh take on classic playing cards. Strong lines define the custom illustrated court cards, each with their own distinct traits.",FALSE,6500,2172,"US","USD","$",2017-03-12,2017-02-10
"114",144820759,232,1.11763062,12054.76386732,"Sergio Roca","España","Madrid",FALSE,"games","playing cards",6146.96841,30,746,TRUE,0,7,43,10,0,0,10,1,"https://www.kickstarter.com/projects/191277541/odyssey-playing-cards?ref=category","Odyssey Playing Cards","Finally! Here they are! Feel the Universe in your hands with this deck. Perfect for Cardistry and Magic.",TRUE,5500,10786,"ES","EUR","€",2016-08-30,2016-07-31
"115",146103134,145,1,4081,"Roman Kotiv","Glendale","CA",FALSE,"games","playing cards",4000,25,448,FALSE,0,8,8,28,0,0,12,1,"https://www.kickstarter.com/projects/891191024/animagique-playing-cards-by-noirarts-npcc?ref=category","Animagique Playing Cards by NoirArts (NPCC)","Animal-fantasy styled playing cards, printed by NPCC in Europe. Artwork created by Denis Sirotinin",TRUE,4000,4081,"US","USD","$",2015-07-03,2015-06-08
"117",149077682,214,0.74397344,10644.77197952,"Florey","Melbourne","VIC",FALSE,"games","playing cards",7439.7344,30,1066,TRUE,0,18,33,15,0,0,10,5,"https://www.kickstarter.com/projects/florey/dead-decks-dynasty?ref=category","Dead Decks - Dynasty","The first in a line of custom playing card decks themed around life and death, by artist Florey.",TRUE,10000,14308,"AU","AUD","$",2016-04-05,2016-03-06
"118",149488835,154,1.23733281,4128.97958697,"Colin Foley","Eastbourne","England",FALSE,"games","playing cards",8661.32967,30,510,FALSE,0,20,36,13,0,0,13,5,"https://www.kickstarter.com/projects/626969907/bicycle-gold-dragon-playing-cards?ref=category","Bicycle®, Gold Dragon playing cards.","Bicycle® gold Dragon playing cards, with animated Dragon flames when shuffling. Design by foleys playing cards approved by the USPCC",FALSE,7000,3337,"GB","GBP","£",2017-05-10,2017-04-10
"120",152008794,288,1,9963,"Barry","Potomac","MD",FALSE,"games","playing cards",6000,21,626,FALSE,0,5,25,34,0,0,10,12,"https://www.kickstarter.com/projects/965813174/bicycle-kasa-playing-cards?ref=category","Bicycle Kasa Playing Cards","Two decks of Bicycle branded luxurious playing cards inspired by the Japanese culture. Printed by USPCC. Made for magic and cardistry.",TRUE,6000,9963,"US","USD","$",2018-03-21,2018-02-28
"124",157950691,64,1,1787,"Ace of Clubs Magic and Cards","Phoenix","AZ",FALSE,"games","playing cards",6800,28,394,TRUE,0,3,12,7,0,2,7,1,"https://www.kickstarter.com/projects/aceofclubs/foliage-playing-cards-re-launch?ref=category","Foliage Playing Cards Re-Launch","A deck of cards inspired by the beauty of nature, illustrated by Nick Vlow and printed by Legends PCC.",FALSE,6800,1787,"US","USD","$",2017-10-14,2017-09-16
"125",159306691,259,1,12156.47,"Eric Spray","Madison","WI",FALSE,"games","playing cards",9410,30,1080,TRUE,0,10,57,5,0,1,13,16,"https://www.kickstarter.com/projects/1578736614/playing-cards-for-tiny-hands?ref=category","Playing Cards For Tiny Hands","Satirical playing cards commemorating the 2016 Election and Trump Administration",TRUE,9410,12156.47,"US","USD","$",2017-08-17,2017-07-18
"127",160618839,180,1,10133.99,"Timothy Kremer","Los Angeles","CA",FALSE,"games","playing cards",8500,32,1928,TRUE,0,11,57,33,0,0,14,11,"https://www.kickstarter.com/projects/timothykremer/ancient-egypt-art-playing-cards?ref=category","ANCIENT EGYPT - ART PLAYING CARDS","Collectible deck of playing cards handmade 
artist inspired by the GODS of EGYPT",TRUE,8500,10133.99,"US","USD","$",2017-12-26,2017-11-24
"129",164703058,291,1.31402246,8951.12099752,"Kirk Slater","London","England",FALSE,"games","playing cards",13140.2246,30,963,TRUE,0,6,43,25,0,0,6,10,"https://www.kickstarter.com/projects/52ravens/the-sisterhood-of-blood-volii-playing-cards?ref=category","The Sisterhood of Blood Vol.II - Playing Cards","Custom poker-sized vampiric playing cards, with all new members of the sisterhood revealed. Designed by 52Ravens & printed by EPCC",FALSE,10000,6812,"GB","GBP","£",2017-11-30,2017-10-31
"130",165396235,253,1,9844,"Str8Games","Chandler","AZ",FALSE,"games","playing cards",9800,35,1014,TRUE,1,33,128,32,0,0,9,10,"https://www.kickstarter.com/projects/str8games/sideshow-deck-midway-playing-cards-and-poker-chips?ref=category","Sideshow Playing Cards & Midway Poker Chips LIMITED EDITION","STRANGER THAN FICTION Sideshow performers spotlighted on beautiful custom playing cards! Printed by the Expert Playing Card Company.",TRUE,9800,9844,"US","USD","$",2015-10-24,2015-09-19
"131",165963723,105,1,2123,"Collectable Playing Cards","Huntley","IL",FALSE,"games","playing cards",4000,30,239,FALSE,0,1,3,6,0,0,6,11,"https://www.kickstarter.com/projects/2104052526/bicycle-red-castle-playing-cards?ref=category","Bicycle Red Castle Playing Cards","Welcome to the Bicycle Red Castle the highest ranking Fortress in all the land.",FALSE,4000,2123,"US","USD","$",2016-06-03,2016-05-04
"132",174231601,17,1,809,"John Daniel Taylor IV","Washington","DC",FALSE,"games","playing cards",700,32,536,FALSE,0,5,0,17,0,0,7,13,"https://www.kickstarter.com/projects/1582272995/the-betty-wicked-playing-card-deck?ref=category","The Betty Wicked Playing Card Deck","The Betty Wicked Playing Card Set commemorate Issue #1 of the comic.",TRUE,700,809,"US","USD","$",2018-05-07,2018-04-05
"133",175494207,88,1.40170279,2816.02090511,"11 Crows","Edinburgh","Scotland",FALSE,"games","playing cards",12615.32511,31,159,TRUE,0,0,8,30,0,4,6,9,"https://www.kickstarter.com/projects/1506619373/kalibium-utopian-fantasy-world-playing-cards?ref=category","KALIBIUM _Utopian Fantasy World_ PLAYING CARDS","KALIBIUM: Immerse Yourself in Utopia, and Experience the Dark, Fairytaile World in a Playing Card Deck! Printed by USPCC.",FALSE,9000,2009,"GB","GBP","£",2018-05-25,2018-04-24
"134",176392804,7,1,258,"Christopher M. Miller","Atlanta","GA",FALSE,"games","playing cards",1500,30,550,TRUE,0,2,0,7,0,0,4,19,"https://www.kickstarter.com/projects/1191819023/collusion-card-game?ref=category","Collusion card game","This will be a political satire card game for 2-4 players that features fast-paced, witty and comical game play.",FALSE,1500,258,"US","USD","$",2017-12-29,2017-11-29
"136",180824955,63,1.09222413,1773.77198712,"The Caveman (deleted)","Cologne","North Rhine-Westphalia",FALSE,"games","playing cards",6116.455128,30,366,FALSE,2,2,1,29,0,0,2,12,"https://www.kickstarter.com/projects/1943909066/day-of-the-dead-dia-de-muertos-playing-cards-hand?ref=category","Day of the Dead (Día de Muertos) Playing Cards, hand drawn","Playing cards inspired by Day of the Dead (Día de Muertos), the Mexican holiday. A deck of custom hand-drawn playing cards.",FALSE,5600,1624,"DE","EUR","€",2015-09-07,2015-08-08
"137",181241359,937,1,23130,"Albino Dragon","Austin","TX",TRUE,"games","playing cards",10000,24,393,TRUE,3,17,70,10,0,0,8,1,"https://www.kickstarter.com/projects/1460165270/ghostbusters-playing-cards?ref=category","Ghostbusters Playing Cards","Who you gonna call? Our officially licensed custom playing cards are the perfect way to celebrate the Ghostbusters 30th Anniversary.",TRUE,10000,23130,"US","USD","$",2014-09-19,2014-08-26
"140",182148505,32,1,1253,"Space Factory","Dallas","TX",FALSE,"games","playing cards",5000,36,386,TRUE,0,0,0,20,0,0,11,5,"https://www.kickstarter.com/projects/1448188594/guess-friends?ref=category","GUESS FRIENDS","Create custom of cards of you and your friends in this hilarious guessing game about people you know. Build your deck and play the app!",FALSE,5000,1253,"US","USD","$",2016-12-11,2016-11-05
"141",183644228,53,1.18696616,3179.88234264,"D. Phillips","Palma de Mallorca","Balearic Islands",FALSE,"games","playing cards",5816.134184,14,260,FALSE,0,2,12,11,0,0,9,11,"https://www.kickstarter.com/projects/memefetish/elegance-bicycle-limited-edition-playing-cards-dec?ref=category","Elegance Bicycle® Limited Edition Playing Cards Decks","Beautiful Art-Deco inspired custom Bicycle playing cards. A truly unique limited edition deck printed by US Playing Cards Company.",FALSE,4900,2679,"ES","EUR","€",2017-12-20,2017-12-06
"142",187088912,258,1.14270043,8623.96014521,"Diamon Playing Cards","Amsterdam","North Holland",FALSE,"games","playing cards",5427.8270425,30,544,TRUE,0,7,19,11,0,0,12,9,"https://www.kickstarter.com/projects/307512393/diamon-playing-cards-n-2-the-summer-season?ref=category","Diamon Playing Cards N° 2 The Summer Season","First Dutch Design 100% Custom Playing Cards for collectors, magicians and cardists. N° 2 The Summer Season. Printed by the USPCC.",TRUE,4750,7547,"NL","EUR","€",2017-08-01,2017-07-02
"144",189208618,396,1,13285,"Penguin Magic","Rancho Cordova","CA",FALSE,"games","playing cards",12000,30,793,TRUE,0,24,95,11,0,0,18,1,"https://www.kickstarter.com/projects/penguinmagic/honeybee-v2-playing-cards-by-penguin-magic?ref=category","Honeybee V2 Playing Cards by Penguin Magic","A beautiful update to the original, sold-out Honeybee playing cards. Designed by Randy Butterfield, the V2 is offered in two colors.",TRUE,12000,13285,"US","USD","$",2017-03-16,2017-02-14
"145",190275532,358,0.79262039,12125.50672622,"FLAMINKO Playing Cards","Melbourne","VIC",FALSE,"games","playing cards",7926.2039,30,2007,TRUE,6,9,58,38,4,1,14,16,"https://www.kickstarter.com/projects/flaminkoplayingcards/watermelon-playing-cards?ref=category","WATERMELON Playing Cards","The fresh new Watermelon themed playing card deck from FLAMINKO Playing Cards!",TRUE,10000,15298,"AU","AUD","$",2018-03-23,2018-02-21
"148",193149353,39,1,601,"Golden Harlequin","Lompoc","CA",FALSE,"games","playing cards",1000,30,548,FALSE,0,2,5,5,0,0,6,9,"https://www.kickstarter.com/projects/457356155/fantasy-squish-playing-card-deck?ref=category","Fantasy Squish Playing Card Deck","A deck of playing cards displaying cute fantasy squishies, our own Harlequin, Goldie, and her little siblings.",FALSE,1000,601,"US","USD","$",2015-10-28,2015-09-28
"149",193556602,333,1,17092,"Edgy Brothers","Los Angeles","CA",FALSE,"games","playing cards",8000,30,694,FALSE,1,19,90,12,0,0,14,1,"https://www.kickstarter.com/projects/213168680/avant-garde-the-uc-2017-fifth-annual-deck-by-edgy?ref=category","Avant-Garde, The UC 2017 Fifth Annual Deck by Edgy Brothers","A first-ever collaboration between Edgy Brothers and United Cardists to produce a new deck of EPCC-manufactured playing cards.",TRUE,8000,17092,"US","USD","$",2016-11-07,2016-10-08
"151",196795246,45,1.41343955,11163.3455659,"Bar Challenge","London","England",FALSE,"games","playing cards",14134.3955,60,82,TRUE,0,0,0,6,0,0,5,19,"https://www.kickstarter.com/projects/barchallenge/bar-challenge-take-your-shot?ref=category","BAR CHALLENGE - TAKE YOUR SHOT!","Bar Challenge is the Most Socially Exciting Card Game Ever Played with Friends on a Night Out. Take Your Shot!",FALSE,10000,7898,"GB","GBP","£",2016-05-27,2016-03-28
"157",204106150,60,1,1341,"Ember Waves (UnTied States)","Oceanside","CA",FALSE,"games","playing cards",1000,10,191,FALSE,0,1,51,11,0,0,6,10,"https://www.kickstarter.com/projects/1095850670/the-sword-v2-playing-cards-by-ember-waves?ref=category","THE SWORD v2 Playing Cards by Ember Waves","The Sequel to THE SWORD Playing Cards, new design, new tuckbox, new faces!",TRUE,1000,1341,"US","USD","$",2016-06-09,2016-05-30
"158",204834014,130,1,2410,"Magic Trick Store","Chicago","IL",FALSE,"games","playing cards",5000,35,128,FALSE,0,1,5,18,0,0,7,8,"https://www.kickstarter.com/projects/980976025/bicycle-phenographic-playing-cards?ref=category","Bicycle Phenographic Playing Cards","100% custom hand drawn art work that is intended for collectors and card players.",FALSE,5000,2410,"US","USD","$",2014-12-01,2014-10-27
"159",208230217,793,1.55628217,18801.44489577,"Kirk Slater","London","England",TRUE,"games","playing cards",14784.680615,30,566,TRUE,0,28,126,9,0,0,5,8,"https://www.kickstarter.com/projects/52ravens/the-coven-playing-cards?ref=category","The Coven - Playing Cards","Custom poker size playing cards inspired by the mystery of the covens witches. Printed by EPCC",TRUE,9500,12081,"GB","GBP","£",2015-01-31,2015-01-01
"162",209371508,25,0.7248751,980.0311352,"Jeanette Dunnett","Millet","AB",FALSE,"games","playing cards",362.43755,31,1100,TRUE,1,13,9,15,0,0,18,1,"https://www.kickstarter.com/projects/748531682/morrsica-playing-cards?ref=category","Morsica Playing Cards","The coolest playing cards from the middle ages!",TRUE,500,1352,"CA","CAD","$",2016-03-07,2016-02-05
"165",216623382,89,1.12479613,3480.11922622,"Munich Artists","Munich","Bavaria",FALSE,"games","playing cards",2811.990325,23,816,TRUE,2,17,3,5,0,0,13,1,"https://www.kickstarter.com/projects/897879740/500-artists-play-cards-playing-cards-and-munich-ar?ref=category","Munich Artists Poker Playing Cards (500 Artists Play Cards)","Munich Artists designed a poker deck of Munich themed  playing cards celebrating Munich and Bavarian life. (Lets Party with Cards!)",TRUE,2500,3094,"DE","EUR","€",2016-10-09,2016-09-16
"168",219951752,177,1,9786,"Elite Playing Cards","Sacramento","CA",FALSE,"games","playing cards",5000,30,960,TRUE,1,4,9,13,0,0,17,13,"https://www.kickstarter.com/projects/elitecards/bicycle-bionic-playing-cards-deck?ref=category","Bicycle® Bionic Playing Cards Deck","Bicycle® Bionic deck. 56 Playing Cards from the future. Printed by the USPCC. Limited Edition.",TRUE,5000,9786,"US","USD","$",2018-05-17,2018-04-17
"169",220324453,80,1,3738,"Christopher C. Severson","Waukesha","WI",FALSE,"games","playing cards",20000,30,1339,TRUE,0,3,1,13,0,0,24,1,"https://www.kickstarter.com/projects/678011367/reprinted-arrco-us-reg-playing-cards?ref=category","Reprinted: ARRCO U.S. Reg. Playing Cards","A chance to bring back a classic deck of cards; only better.",FALSE,20000,3738,"US","USD","$",2015-03-31,2015-03-01
"172",225099677,269,1,7114,"Undefined Knowledge","Brooklyn","NY",FALSE,"games","playing cards",3000,25,674,FALSE,0,17,64,34,0,0,8,10,"https://www.kickstarter.com/projects/undefinedknowledge/super-suits-playing-cards?ref=category","Super Suits: Playing Cards","A 54-card deck perfectly suited with the most heroic of symbols. A critique on the convergence of certain symbols within pop culture.",TRUE,3000,7114,"US","USD","$",2014-10-25,2014-09-30
"173",226227680,78,1,6337,"Jonathan Schwartz","Sacramento","CA",FALSE,"games","playing cards",5400,30,196,TRUE,0,13,8,0,0,0,6,3,"https://www.kickstarter.com/projects/1622080185/sudden-dozen-playing-cards?ref=category","Sudden Dozen Playing Cards","A Dozen Donuts is all it takes to Learn Fractions.",TRUE,5400,6337,"US","USD","$",2015-08-23,2015-07-24
"174",226689736,69,1,1653,"Alexa Boccieri","Phoenix","AZ",FALSE,"games","playing cards",1300,29,646,FALSE,0,7,6,8,0,0,7,1,"https://www.kickstarter.com/projects/talianora/mythic-instinct-playing-card-deck?ref=category","Mythic Instinct Playing Card Deck","A fantasy themed 54-card playing deck designed and illustrated by Alexa Boccieri",TRUE,1300,1653,"US","USD","$",2015-06-30,2015-06-01
"175",227216886,186,1,13999,"Brain Vessel Creative","Mechanicsburg","PA",FALSE,"games","playing cards",13000,30,840,TRUE,0,6,31,24,0,0,7,15,"https://www.kickstarter.com/projects/glummies/masquerade-playing-cards-by-artist-denyse-klette?ref=category","Masquerade Playing Cards by artist, Denyse Klette","Masquerade is the second of BrainVessel's Artist Series Playing Cards featuring the artwork of international artist Denyse Klette.",TRUE,13000,13999,"US","USD","$",2018-05-01,2018-04-01
"176",227389859,65,1,1918,"Allin Unlimited","Bangkok","Bangkok",FALSE,"games","playing cards",9000,35,314,FALSE,0,0,0,5,0,0,11,9,"https://www.kickstarter.com/projects/allinunlimited/crystal-playing-cards?ref=category","Crystal Playing Cards","""Crystal Playing Cards"" with belt, buckle and metal clip. Designed by All-in Unlimited. Printed by NPCC.",FALSE,9000,1918,"US","USD","$",2016-08-11,2016-07-07
"178",227494186,70,1.09659584,1334.55713728,"LordsPlayingCards","Rosenheim","Bavaria",FALSE,"games","playing cards",1206.255424,25,356,FALSE,0,4,42,11,0,0,4,5,"https://www.kickstarter.com/projects/400944221/individual-playing-cards?ref=category","""Individual"" Playing Cards","A unique, custom deck of playing cards. We created a Minimalistic Playing Cards which suit for cardisrty, poker or tricks.",TRUE,1100,1217,"DE","EUR","€",2015-09-05,2015-08-11
"179",228826626,22,1.56209239,652.95461902,"Lachlan McDowall","Edinburgh","Scotland",FALSE,"games","playing cards",3905.230975,29,663,FALSE,0,2,0,2,0,0,9,1,"https://www.kickstarter.com/projects/lmcdowall/elemental-deck?ref=category","Elemental deck","A new generation of playing cards.

A 55 card, multi game deck featuring 5 suites based on the classic elements.",FALSE,2500,418,"GB","GBP","£",2015-09-12,2015-08-14
"180",230181236,20,1,835,"Michele Hartsoe","Las Vegas","NV",FALSE,"games","playing cards",99,8,349,FALSE,0,13,0,7,0,0,4,25,"https://www.kickstarter.com/projects/796990185/full-metal-femmes-pinups-vol-one-poker-playing-car?ref=category","FULL METAL FEMMES: Pinups Vol. One Poker Playing Cards Deck","This edition features new FMF: Pinup art from legendary indie creator Everette Hartsoe. Limited to 150 decks world-wide.",TRUE,99,835,"US","USD","$",2018-04-11,2018-04-03
"181",234863162,108,1,3846,"Paul Ruccio","Springfield","MA",FALSE,"games","playing cards",12000,30,1778,TRUE,1,24,8,21,0,0,24,1,"https://www.kickstarter.com/projects/paulruccio/jetsetter-playing-cards-printed-by-uspcc?ref=category","Jetsetter Playing Cards. Printed by USPCC.","A limited edition deck of playing cards inspired by airport signs that we all have driven by one day or another.",FALSE,12000,3846,"US","USD","$",2014-07-28,2014-06-28
